Account,Parcel Number,Reception,Sale Date,Sale Price,Situs Address,Location,Architectural Style,Year Built,Bedrooms,Baths,Heated Area,Legal
R080802,212336223061,857280,12/17/2014,"$300,000",000512 CANYON CREEK DR,NEW CASTLE,TWO STORY WITH BASEMENT,1989,4,3.5,2356,Section: 36 Township: 5 Range: 90 Subdivision: CANYON CREEK ESTATES-5TH AMEND Lot: 61
R080802,212336223061,859823,2/27/2015,"$367,000",000512 CANYON CREEK DR,NEW CASTLE,TWO STORY WITH BASEMENT,1989,4,3.5,2356,Section: 36 Township: 5 Range: 90 Subdivision: CANYON CREEK ESTATES-5TH AMEND Lot: 61
R080764,212325323048,864728,6/30/2015,"$420,000",000668 CANYON CREEK DR,NEW CASTLE,ONE STORY WITH BASEMENT,1990,3,2.5,2380,Section: 25 Township: 5 Range: 90 Subdivision: CANYON CREEK ESTATES-3RD AMEND Lot: 48
R044487,212331242002,872150,1/4/2016,"$375,000",422 RIO GRANDE AVE,NEW CASTLE,TWO STORY,2008,3,2.25,2392,"Section: 31 Township: 5 Range: 90 Subdivision: GREEN ACRES Lot: B A RESUB OF LOTS 9-16, BLK 5 CORYELL ADDITION"
R130345,212525109002,859368,2/17/2015,"$440,000",000280 ELK RUN RD,NEW CASTLE,ONE STORY,1995,2,2,2408,Section: 25 Township: 5 Range: 91 Subdivision: THREE ELK RUN SUB-DIV Lot: 2
R080816,212325324005,869666,10/21/2015,"$420,000",000693 CANYON CREEK DR,NEW CASTLE,BI LEVEL,1999,4,2.5,2416,"Section: 25 Township: 5 Range: 90 Subdivision: CANYON CR EST COR L15,20-42 TD Lot: 24"
R044495,212525106029,876240,4/15/2016,"$405,000",000046 APACHE DR,NEW CASTLE,ONE WITH HALF STORY,1977,5,3,2419,"Section: 25 Township: 5 Range: 91 Subdivision: ELK CREEK DEVELOPMENT, UNIT 1 AMENDED Block: 6 Lot: 2A, AMENDED OF LOTS 2 & 3, BLK 6, UNIT ONE- ELK CREEK DEV. AND LOT 4 BLK 6 OF UNIT ONE-ELK CREEK DEV."
R017041,212334405006,864773,6/29/2015,"$279,000",000306 GLENEAGLE CIR,NEW CASTLE,MODULAR WITH ADDITION,2007,4,4,2454,Section: 34 Township: 5 Range: 90 Subdivision: RIVERBEND SUB. 2ND. Block: 3 Lot: 6
R040635,212332114020,851576,7/17/2014,"$419,000",000370 FAAS RANCH RD,NEW CASTLE,TWO STORY,2007,3,2.5,2462,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH FLG 2 Block: I Lot: 20
R040635,212332114020,878134,6/6/2016,"$479,500",000370 FAAS RANCH RD,NEW CASTLE,TWO STORY,2007,3,2.5,2462,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH FLG 2 Block: I Lot: 20
R013108,212513400004,870385,11/6/2015,"$390,000",001746 241 COUNTY RD,NEW CASTLE,ONE STORY WITH BASEMENT,1979,4,2.75,2464,Section: 13 Township: 5 Range: 91 TR IN NENESE
R380769,212330307039,864120,6/15/2015,"$358,000",000541 HONEYSUCKLE DR,NEW CASTLE,BI LEVEL,1996,3,3,2466,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FILING #1 Block: 5 Lot: 11
R040631,212332114016,876630,4/29/2016,"$457,000",000348 FAAS RANCH RD,NEW CASTLE,TWO STORY,2007,3,3,2468,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH FLG 2 Block: I Lot: 16
R380529,212330306012,854982,10/17/2014,"$310,000",000605 GINSENG RD,NEW CASTLE,ONE STORY WITH BASEMENT,1993,5,2.75,2480,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FILING #1 Block: 7 Lot: 12
R005203,212330318029,865798,5/30/2015,"$385,000",000427 HITCHING POST LN,NEW CASTLE,TWO STORY,2005,4,3.5,2504,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH #3 Block: PA4 Lot: 29 EXCEPT A TR OF LAND CONT .158 AC +/- AS DESC IN BNDY LINE ADJ BK 1534/ PG 598
R380791,212330410014,862099,4/29/2015,"$325,000",000277 LUPINE DR,NEW CASTLE,TWO STORY WITH BASEMENT,1996,4,2.5,2510,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FILING #1 Block: 9 Lot: 9
R380702,212331227002,871191,12/7/2015,"$333,500",000333 N MIDLAND AVE,NEW CASTLE,TWO STORY WITH BASEMENT,2002,4,3,2517,Section: 31 Township: 5 Range: 90 Subdivision: HIBDON SUBDIVISION Lot: B
R009237,212332210002,868720,9/30/2015,"$445,000",000112 BLACKHAWK DR,NEW CASTLE,TWO STORY,2005,3,2.5,2558,"Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH Block: C Lot: 2 FLG.#1 (THE MEADOWS) RE-SUB OF PARCEL B, EAGLES RIDGE RANCH SUB-DIV. EXEMPTION/EXCLUSION."
R006705,212330423003,866764,8/6/2015,"$515,000",000647 N WILD HORSE DR,NEW CASTLE,TWO STORY WITH BASEMENT,2007,3,3.5,2568,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 5 Block: PA7 Lot: 3
R009249,212332210014,857323,12/17/2014,"$445,000",000199 BLACKHAWK DR,NEW CASTLE,TWO STORY,2008,4,2.5,2608,"Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH Block: C Lot: 14 FLG.#1 (THE MEADOWS) RE-SUB OF PARCEL B, EAGLES RIDGE RANCH SUB-DIV. EXEMPTION/EXCLUSION."
R040659,212332115017,859479,2/20/2015,"$525,000",000353 FAAS RANCH RD,NEW CASTLE,ONE STORY WITH BASEMENT,2007,3,3.5,2644,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH FLG 2 Block: H Lot: 17
R009265,212332211006,864941,7/2/2015,"$485,000",000563 AGUILA AVE,NEW CASTLE,ONE STORY WITH BASEMENT,2003,3,2.25,2675,"Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH Block: D Lot: 6 FLG.#1 (EAGLES ENCLAVE) RE-SUB OF PARCEL B, EAGLES RIDGE RANCH SUB-DIV. EXEMPTION/EXCLUSION."
R042993,212331162064,854198,9/30/2014,"$420,000",600 S WILD HORSE DR,NEW CASTLE,ONE STORY WITH BASEMENT,2008,3,2.75,2742,Section: 31 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 8 Block: PA19B Lot: 64
R170414,218102300268,871924,12/29/2015,"$450,000",001100 314 COUNTY RD,NEW CASTLE,ONE STORY WITH BASEMENT,1999,4,2.75,2752,Section: 2 Township: 6 Range: 91 Lot: 6
R040648,212332115006,877047,5/10/2016,"$502,000",000323 FAAS RANCH RD,NEW CASTLE,ONE STORY WITH BASEMENT,2005,3,2.5,2772,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH FLG 2 Block: H Lot: 06
R006714,212330423012,852809,8/20/2014,"$525,000",000018 BUCKSKIN CIR,NEW CASTLE,ONE STORY WITH BASEMENT,2004,4,3.5,2850,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 5 Block: PA7 Lot: 12
R006729,212330423027,851744,7/25/2014,"$380,000",000646 N WILD HORSE DR,NEW CASTLE,ONE STORY,2003,4,2,2857,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 5 Block: PA7 Lot: 27
R040637,212332114022,862781,5/15/2015,"$449,000",000378 FAAS RANCH RD,NEW CASTLE,ONE WITH HALF STORY,2003,4,4.25,2894,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH FLG 2 Block: I Lot: 22
R850005,217901108005,862443,5/6/2015,"$490,000",000455 CEDAR HILLS RD,NEW CASTLE,TWO STORY,1998,4,3.5,2933,Section: 1 Township: 6 Range: 92 Subdivision: CEDAR HILLS RANCH Lot: 5
R080820,212325324009,864257,6/18/2015,"$438,000",000771 CANYON CREEK DR,NEW CASTLE,ONE STORY WITH BASEMENT,1998,3,2.5,2960,"Section: 25 Township: 5 Range: 90 Subdivision: CANYON CR EST COR L15,20-42 TD Lot: 28"
R150204,192526400053,853697,9/10/2014,"$1,050,000",004848 243 COUNTY RD,NEW CASTLE,ONE WITH HALF STORY,1993,4,3,2967,Quarter: SE Section: 26 Township: 4 Range: 91 A TR IN H E S #53 AKA LOT 3 DAWSON SBUDIVISION EXEMPTION
R044955,212329305003,851481,7/11/2014,"$520,000",291 DEER VALLEY DR,NEW CASTLE,ONE STORY WITH BASEMENT,2014,3,3.25,2998,"Section: 29 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH, FLG 6A Lot: 3 A RESUB OF PARCEL C3, BNDY LINE ADJ PLAT OF PARCEL A1, A1-2 & C3"
R380682,212330407006,869767,10/27/2015,"$387,000",000314 PENNYROYAL CT,NEW CASTLE,TWO STORY,1996,4,2.5,3016,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FILING #1 Block: 11 Lot: 6
R005223,212330118049,855837,11/10/2014,"$340,000",000447 WAGON WHEEL CIR,NEW CASTLE,ONE STORY WITH BASEMENT,2001,3,3,3047,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH #3 Block: PA4 Lot: 49
R005215,212330418041,874328,2/18/2016,"$430,000",000439 STAGECOACH LN,NEW CASTLE,ONE STORY WITH BASEMENT,2002,5,2.75,3064,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH #3 Block: PA4 Lot: 41
R080752,212336223010,854375,10/3/2014,"$383,000",000517 CANYON CREEK DR,NEW CASTLE,ONE STORY WITH BASEMENT,1990,5,2.7,3108,Section: 36 Township: 5 Range: 90 Subdivision: CANYON CREEK ESTATES-3RD AMEND Lot: 10
R006736,212330423034,864122,6/8/2015,"$487,500",000033 BUCKSKIN CIR,NEW CASTLE,TWO STORY,2002,4,3.5,3229,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 5 Block: PA7 Lot: 34
R009264,212332211005,853545,9/10/2014,"$525,000",000537 AGUILA AVE,NEW CASTLE,ONE STORY WITH BASEMENT,2005,4,4,3361,"Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH Block: D Lot: 5 FLG.#1 (EAGLES ENCLAVE) RE-SUB OF PARCEL B, EAGLES RIDGE RANCH SUB-DIV. EXEMPTION/EXCLUSION."
R040023,212336200009,854096,9/19/2014,"$356,000",045811 6 & 24 HWY,NEW CASTLE,MODULAR WITH ADDITION,1988,4,3.5,3368,Section: 36 Township: 5 Range: 90 TR OF LAND IN E1/2NW CONT 1.18AC LYING N OF I-70
R043774,212329304029,867973,9/11/2015,"$510,000",000014 ANTLER LOOP,NEW CASTLE,TWO STORY WITH BASEMENT,2007,5,3.5,3375,"Section: 29 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH FLG 5 Lot: 29 (A RESUB OF C3-1, 2ND AMENDED & RESTATED SUB-DIV EXCLUSION/EXEMPTION)"
R043778,212329304033,863031,5/20/2015,"$525,000",0030 ANTLER LOOP,NEW CASTLE,TWO STORY WITH BASEMENT,2007,5,3.5,3375,"Section: 29 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH FLG 5 Lot: 33 (A RESUB OF C3-1, 2ND AMENDED & RESTATED SUB-DIV EXCLUSION/EXEMPTION)"
R009313,212329302007,872877,1/22/2016,"$560,000",000954 CLUBHOUSE DR,NEW CASTLE,ONE STORY WITH BASEMENT,2004,3,3.25,3376,"Section: 29 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH Block: G Lot: 7 FLG.#1 (EAGLES CLIFF) RE-SUB OF PARCEL B, EAGLES RIDGE RANCH SUB-DIV. EXEMPTION/EXCLUSION."
R850020,217901108020,874036,2/22/2016,"$473,600",004323 214 COUNTY RD,NEW CASTLE,TWO STORY,2001,4,3.25,3383,Section: 1 Township: 6 Range: 92 Subdivision: CEDAR HILLS RANCH Lot: 20
R042939,212331162010,871457,12/15/2015,"$442,000",000164 KIT CARSON PEAK CT,NEW CASTLE,ONE STORY WITH BASEMENT,2007,4,3,3420,Section: 31 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 8 Block: PA19B Lot: 10
R006734,212330423032,861527,4/16/2015,"$528,000",000025 BUCKSKIN CIR,NEW CASTLE,ONE STORY WITH BASEMENT,2006,4,2.5,3490,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH FLG 5 Block: PA7 Lot: 32
R850009,217901108009,861754,4/20/2015,"$450,000",000774 CEDAR HILLS RD,NEW CASTLE,TWO STORY WITH BASEMENT,2001,3,3,3498,Section: 1 Township: 6 Range: 92 Subdivision: CEDAR HILLS RANCH Lot: 9
R009289,212329301004,877819,5/31/2016,"$578,000",000829 UTE CIR,NEW CASTLE,TWO STORY WITH BASEMENT,2014,3,2.5,3518,"Section: 29 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH Block: F Lot: 4 FLG.#1 (UTE PLACE) RE-SUB OF PARCEL B, EAGLES RIDGE RANCH SUB-DIV. EXEMPTION/EXCLUSION."
R040673,212332115031,859814,2/24/2015,"$505,000",000387 FAAS RANCH RD,NEW CASTLE,ONE STORY WITH BASEMENT,2004,3,3.5,3608,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH FLG 2 Block: H Lot: 31
R040642,212332114027,866758,8/13/2015,"$555,000",398 FAAS RANCH RD,NEW CASTLE,ONE STORY WITH BASEMENT,2004,4,4.5,3636,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH FLG 2 Block: I Lot: 27
R005213,212330418039,865740,7/7/2015,"$489,000",000435 STAGECOACH LN,NEW CASTLE,ONE STORY WITH BASEMENT,2002,3,3,3750,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH #3 Block: PA4 Lot: 39
R005213,212330418039,867215,8/21/2015,"$489,000",000435 STAGECOACH LN,NEW CASTLE,ONE STORY WITH BASEMENT,2002,3,3,3750,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH #3 Block: PA4 Lot: 39
R040650,212332115008,874245,2/26/2016,"$575,000",000329 FAAS RANCH RD,NEW CASTLE,TWO STORY WITH BASEMENT,2005,4,3.5,4037,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH FLG 2 Block: H Lot: 08
R042762,212332223019,863393,5/28/2015,"$530,000",000107 SPUR DR,NEW CASTLE,ONE STORY WITH BASEMENT,2007,4,3.5,4332,Section: 32 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH FLG 4 Lot: 19
R080829,212325324018,874786,3/11/2016,"$680,000",000830 CANYON CREEK DR,NEW CASTLE,TWO STORY WITH BASEMENT,2002,4,3.25,4541,"Section: 25 Township: 5 Range: 90 Subdivision: CANYON CR EST COR L15,20-42 TD Lot: 37"
R005251,212330119015,867321,8/26/2015,"$476,000",000454 SILVERHORN DR,NEW CASTLE,TWO STORY WITH BASEMENT,2001,6,3.25,5018,Section: 30 Township: 5 Range: 90 Subdivision: CASTLE VALLEY RANCH #3 Block: PA5 Lot: 15
R009314,212329302008,867934,9/9/2015,"$739,000",000948 CLUBHOUSE DR,NEW CASTLE,TWO STORY WITH BASEMENT,2006,4,3.5,5096,"Section: 29 Township: 5 Range: 90 Subdivision: LAKOTA CANYON RANCH Block: G Lot: 8 FLG.#1 (EAGLES CLIFF) RE-SUB OF PARCEL B, EAGLES RIDGE RANCH SUB-DIV. EXEMPTION/EXCLUSION."
R270089,217531200010,879029,6/27/2016,"$395,000",000948 323 COUNTY RD,PARACHUTE,ONE STORY,1955,0,0,320,Section: 31 Township: 6 Range: 94 TR OF LAND SITUATED IN LOT 2
R480072,240912436014,861998,4/24/2015,"$67,000",000014 ST JOHN CIR,PARACHUTE,MANUFACTURED HUD,1981,3,2,994,Section: 12 Township: 7 Range: 96 Subdivision: VISTA DEL RIO VILLAGE Lot: 14
R480077,240912436019,876906,5/6/2016,"$36,000",000019 ST JOHN CIR,PARACHUTE,MANUFACTURED HUD,1981,3,2,994,Section: 12 Township: 7 Range: 96 Subdivision: VISTA DEL RIO VILLAGE Lot: 19
R480078,240912436020,857099,12/11/2014,"$65,000",000020 ST JOHN CIR,PARACHUTE,MANUFACTURED HUD,1981,2,2,994,Section: 12 Township: 7 Range: 96 Subdivision: VISTA DEL RIO VILLAGE Lot: 20
R490174,240718413003,861350,4/10/2015,"$147,500",000034 COLUMBINE LN,PARACHUTE,ONE STORY,1989,2,1.75,1058,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 14 Lot: 3
R490174,240718413003,861350,4/10/2015,"$147,500",000034 COLUMBINE LN,PARACHUTE,ONE STORY,1989,2,1.75,1058,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 14 Lot: 3
R370045,240912120003,852504,8/8/2014,"$70,000",000127 HILL CT,PARACHUTE,ONE STORY,1913,3,1.5,1096,Section: 12 Township: 7 Range: 96 Subdivision: BAINTER ADD #1 Block: 1 Lot: 7 AND:- Lot: 8 W 1/2 OF LOT 7
R770262,240719217018,869559,10/16/2015,"$117,500",000068 E BONANZA PL,PARACHUTE,MANUFACTURED HUD,1998,3,1.75,1161,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 14 Lot: 18
R770268,240719218002,856247,11/20/2014,"$110,000",000296 E TAMARACK CIR,PARACHUTE,MANUFACTURED HUD,1995,3,2,1188,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 15 Lot: 2
R490212,240718412030,853721,9/17/2014,"$222,086",102 SAGEMONT CIR,PARACHUTE,ONE STORY,1996,3,2,1193,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 15 Lot: 30
R490212,240718412030,876734,5/2/2016,"$161,000",102 SAGEMONT CIR,PARACHUTE,ONE STORY,1996,3,2,1193,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 15 Lot: 30
R770301,240719219006,877813,5/27/2016,"$103,500",000251 E TAMARACK CIR,PARACHUTE,MANUFACTURED HUD,1981,3,2,1216,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 16 Lot: 6
R490214,240718412032,861752,4/17/2015,"$154,000",72 SAGEMONT CIR,PARACHUTE,ONE STORY,1992,2,1.75,1217,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 15 Lot: 32
R480075,240912436017,853023,8/27/2014,"$36,600",000017 ST JOHN CIR,PARACHUTE,MANUFACTURED HUD,1981,3,2,1218,Section: 12 Township: 7 Range: 96 Subdivision: VISTA DEL RIO VILLAGE Lot: 17
R480075,240912436017,877044,5/6/2016,"$78,900",000017 ST JOHN CIR,PARACHUTE,MANUFACTURED HUD,1981,3,2,1218,Section: 12 Township: 7 Range: 96 Subdivision: VISTA DEL RIO VILLAGE Lot: 17
R770320,240719201002,878185,5/27/2016,"$99,800",000173 W TAMARACK CIR,PARACHUTE,MANUFACTURED HUD,1981,3,2,1230,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 17 Lot: 2
R770299,240719219004,874910,3/15/2016,"$101,000",000273 E TAMARACK CIR,PARACHUTE,MANUFACTURED HUD,1991,3,2,1239,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 16 Lot: 4
R270041,240718400001,866308,7/31/2015,"$270,000",007208 300 COUNTY RD,PARACHUTE,ONE STORY,1920,3,1.5,1241,Section: 18 Township: 7 Range: 95 E1/2SENESE
R480061,240912436003,865597,7/14/2015,"$80,000",000003 ST JOHN CIR,PARACHUTE,MANUFACTURED HUD,1981,3,2,1250,Section: 12 Township: 7 Range: 96 Subdivision: VISTA DEL RIO VILLAGE Lot: 3
R770324,240719218014,857675,8/5/2014,"$85,000",000170 E TAMARACK CIR,PARACHUTE,MANUFACTURED HUD,1993,3,2,1261,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 15 Lot: 14
R007538,240912306005,878036,5/31/2016,"$168,500",000005 ASPEN CT,PARACHUTE,ONE STORY,2002,3,2,1276,Section: 12 Township: 7 Range: 96 Subdivision: ALPINE MEADOWS SUB-DIV Block: 3 Lot: 5
R490140,240718305022,866997,8/19/2015,"$122,475",74 BRISTLECONE CT,PARACHUTE,ONE STORY,1995,2,2,1278,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 10 Lot: 22
R490140,240718305022,873898,1/25/2016,"$175,000",74 BRISTLECONE CT,PARACHUTE,ONE STORY,1995,2,2,1278,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 10 Lot: 22
R490100,240718309012,878466,6/6/2016,"$165,000",000015 PINYON PL,PARACHUTE,ONE STORY,1994,2,1.75,1280,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 9 Lot: 12
R770340,240719202009,870566,11/18/2015,"$72,350",000110 W TAMARACK CIR,PARACHUTE,MANUFACTURED HUD,1992,3,2,1280,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 18 Lot: 9
R770340,240719202009,876079,4/12/2016,"$127,000",000110 W TAMARACK CIR,PARACHUTE,MANUFACTURED HUD,1992,3,2,1280,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 18 Lot: 9
R770359,240719203010,858894,1/28/2015,"$97,500",000080 W BONANZA PL,PARACHUTE,MANUFACTURED HUD,1991,2,1.75,1280,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 19 Lot: 10
R490211,240718412027,853569,9/12/2014,"$140,000",160 SAGEMONT CIR,PARACHUTE,ONE STORY,1990,3,1.75,1286,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 15 Lot: 27
R270183,240718411007,879184,6/30/2016,"$193,500",000048 PINETREE PL,PARACHUTE,ONE STORY,1982,3,1.75,1290,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 16 Lot: 7
R040775,240913108001,872040,12/29/2015,"$135,000",000200 YAMPA AVE,PARACHUTE,MODULAR UBC IRC,2005,3,2,1296,Section: 13 Township: 7 Range: 96 Subdivision: RIVERSIDE SUB FLG 1 Block: 1 Lot: 1
R290715,216732200027,851426,7/11/2014,"$220,000",011700 204 COUNTY RD,PARACHUTE,MANUFACTURED HUD,2001,3,2,1296,Section: 32 Township: 6 Range: 98 A PCL IN TR 101 CONT 35.0 AC
R770300,240719219005,874994,3/17/2016,"$137,500",000261 E TAMARACK CIR,PARACHUTE,MANUFACTURED HUD,2008,3,2,1296,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 16 Lot: 5
R800347,240924108018,857503,12/19/2014,"$117,000",63 BLACK SULPHUR PL,PARACHUTE,MANUFACTURED HUD,2006,3,2,1296,Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 8 Lot: 18
R800347,240924108018,870871,11/25/2015,"$125,000",63 BLACK SULPHUR PL,PARACHUTE,MANUFACTURED HUD,2006,3,2,1296,Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 8 Lot: 18
R490182,240718413011,866571,8/7/2015,"$160,000",000124 COLUMBINE LN,PARACHUTE,ONE STORY,1987,2,2,1321,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 14 Lot: 11
R490024,240718307015,869319,10/13/2015,"$167,000",000042 HAWTHORNE WAY,PARACHUTE,ONE STORY,1997,2,1.7,1332,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 3 Lot: 15
R800087,240718423018,851662,7/16/2014,"$134,500",45 POPPY CT,PARACHUTE,ONE STORY,1995,2,1.75,1341,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 3 Lot: 18
R490040,240718304011,851804,7/25/2014,"$169,000",42 SUMAC CT,PARACHUTE,ONE STORY,2002,3,2,1348,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 4 Lot: 11
R800307,240924105017,878544,6/16/2016,"$130,000",000036 BAKER HILL PL,PARACHUTE,MANUFACTURED HUD,2001,3,2,1352,Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 5 Lot: 17
R800311,240924106002,851472,7/14/2014,"$108,000",000027 BAKER HILL PL,PARACHUTE,MANUFACTURED HUD,2001,3,2,1352,Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 6 Lot: 2
R800325,240924107006,853082,8/29/2014,"$117,000",000243 MINERAL SPRINGS CIR,PARACHUTE,MANUFACTURED HUD,2001,3,1.75,1352,Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 7 Lot: 6
R800325,240924107006,865459,7/14/2015,"$127,000",000243 MINERAL SPRINGS CIR,PARACHUTE,MANUFACTURED HUD,2001,3,1.75,1352,Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 7 Lot: 6
R800360,240924110007,860476,3/12/2015,"$125,000",000324 MINERAL SPRINGS CIR,PARACHUTE,MANUFACTURED HUD,2007,3,2,1352,"Section: 24 Township: 7 Range: 96 Subdivision: TAMARISK AMD PLAT FLG #2 Block: 10 Lot: 7 RESUB OF BLOCKS 6,7 & 8"
R770278,240719218012,875247,3/25/2016,"$115,000",000186 E TAMARACK CIR,PARACHUTE,MANUFACTURED HUD,1994,3,2,1362,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 15 Lot: 12
R770318,240719219023,869691,10/26/2015,"$105,000",000011 E TAMARACK CIR,PARACHUTE,MANUFACTURED HUD,1994,3,2,1368,Section: 19 Township: 7 Range: 95 Subdivision: SADDLEBACK VILLAGE #1 Block: 16 Lot: 23
R490179,240718413008,871421,12/15/2015,"$158,500",92 COLUMBINE LN,PARACHUTE,ONE STORY,1987,2,2,1375,Section: 18 Township: 7 Range: 95 Subdivision: MONUMENT CREEK VILLAGE SEC. 1 Block: 14 Lot: 8
R800091,240718423022,858963,2/4/2015,"$134,300",000012 CEDAR CT,PARACHUTE,ONE STORY,1993,2,1.75,1381,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 3 Lot: 22
R042335,240912420009,872660,1/14/2016,"$139,500",000339 EVANS AVE,PARACHUTE,MODULAR UBC IRC,2006,3,2,1392,Section: 12 Township: 7 Range: 96 Subdivision: HURLBERT #4 Block: 18 Lot: B
R800093,240718423024,877006,5/10/2016,"$142,000",000028 CEDAR CT,PARACHUTE,ONE STORY,1994,2,1.75,1398,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 3 Lot: 24
R800035,240718421007,871899,12/23/2015,"$134,500",000012 LARKSPUR PL,PARACHUTE,ONE STORY,1993,2,1.75,1402,Section: 18 Township: 7 Range: 95 Subdivision: CANYON VIEW SUB-DIV PH 1 Block: 1 Lot: 7
