Account,Parcel Number,Reception,Sale Date,Sale Price,Situs Address,Location,Classification,Architectural Style,Actual Year Built,Bedrooms,Baths,Heated Area,Legal
R008161,218521144005,866417,7/27/2015,"$193,000",002701 MIDLAND AVE #1114,GLENWOOD,Condo,CONDO,2001,2,2,1048,Section: 21 Township: 6 Range: 89 DESC: BUILDING 11 Subdivision: TERRACES Unit: 1114
R008165,218521144009,851255,7/8/2014,"$175,000",002701 MIDLAND AVE #1128,GLENWOOD,Condo,CONDO,2001,2,2,1048,Section: 21 Township: 6 Range: 89 DESC: BUILDING 11 Subdivision: TERRACES Unit: 1128
R008174,218521145009,865949,7/28/2015,"$215,000",002701 MIDLAND AVE #1228,GLENWOOD,Condo,CONDO,2001,2,2,1048,Section: 21 Township: 6 Range: 89 DESC: BUILDING 12 Subdivision: TERRACES Unit: 1228
R041541,218505339006,874808,3/15/2016,"$259,000",000110 135 COUNTY RD #F,GLENWOOD,Townhome,TWO STORY,2004,3,1.75,1092,Section: 5 Township: 6 Range: 89 SW 1/4 Subdivision: WEST GLEN TOWNHOMES Lot: F
R042419,218521148001,867772,9/4/2015,"$322,000",003132 HAGER LN,GLENWOOD,Townhome,ONE STORY W/ BSMT,1993,2,1.5,1104,Section: 21 Township: 6 Range: 89 Subdivision: HARMON TOWNHOMES Lot: 1
R043917,218506213001,855933,11/12/2014,"$199,000",000262 DONEGAN RD,GLENWOOD,Townhome,TWO STORY,2007,2,1.5,1108,"Section: 6 Township: 6 Range: 89 Subdivision: TIMBER CREEK TOWNHOMES FLG 2 Block: 6 Lot: 1 A RESUB OF LOT 8, GLENWOOD AUTO PLAZA SUB-DIV"
R330152,218522310003,877516,5/23/2016,"$261,500",003800 OLD LODGE RD BLDG 1 # 1-C,GLENWOOD,Condo,CONDO,1979,2,1.75,1116,Tract: G Section: 22 Township: 6 Range: 89 Subdivision: REDCLIFF CONDOS AT GLENWOOD PARK PARCEL 1 Unit: 1-C
R330106,218522305004,867168,8/14/2015,"$239,000",1300  MOUNT SOPRIS DR BLDG 6 #6-D,GLENWOOD,Condo,CONDO,1979,2,1.75,1116,Tract: G Section: 22 Township: 6 Range: 89 Subdivision: REDCLIFF CONDOS AT GLENWOOD PARK PARCEL 6 Unit: 6-D
R312342,218516432002,851749,7/23/2014,"$295,000",002642 WOODBERRY DR,GLENWOOD,Townhome,TWO STORY,1993,2,1.5,1130,Section: 16 Township: 6 Range: 89 Subdivision: COTTONWOOD LANDING P.U.D. Lot: 2
R330521,218522311016,866559,8/6/2015,"$295,000",003730 OLD LODGE RD,GLENWOOD,Townhome,ONE STORY,1983,2,1,1130,Section: 22 Township: 6 Range: 89 Subdivision: SUNBYRD SUBDIVISION RESUB TR G Lot: 8 PARCEL A
R312485,218516432028,860948,3/30/2015,"$285,000",002643 WOODBERRY DR,GLENWOOD,Townhome,TWO STORY,1997,2,1.5,1130,Section: 16 Township: 6 Range: 89 Subdivision: COTTONWOOD LANDING P.U.D. Lot: 27
R082537,218509467003,855491,10/31/2014,"$297,500",805 BLAKE AVE #3,GLENWOOD,Condo,CONDO,2009,2,2,1157,"Quarter: SE Section: 9 Township: 6 Range: 89 DESC: AKA BLAKE AVENUE LOFTS CONDOMINIUMS. A RESUB OF LOTS 29 & 30, BLOCK 36, ORIGINAL TOWNSITE Subdivision: BLAKE AVENUE CONDOMINIUMS Unit: 3"
R312430,218521132023,855844,11/5/2014,"$297,000",002663 WOODBERRY DR,GLENWOOD,Townhome,TWO STORY,1996,2,1.5,1160,Section: 21 Township: 6 Range: 89 Subdivision: COTTONWOOD LANDING P.U.D. Lot: 22
R330371,218521113018,863715,6/5/2015,"$236,500",002824 HAGER LN #3D,GLENWOOD,Condo,CONDO,1981,2,1.5,1176,Section: 21 Township: 6 Range: 89 DESC: BLDG 3 Subdivision: THUNDER RIVER 3 Unit: 3-D
R330373,218521113020,854482,10/7/2014,"$248,300",002824 HAGER LN #3F,GLENWOOD,Condo,CONDO,1981,2,1.5,1176,Section: 21 Township: 6 Range: 89 DESC: BLDG. 3 Subdivision: THUNDER RIVER 3 Unit: 3-F
R041538,218505339003,878112,6/3/2016,"$280,000",000110 135 COUNTY RD #C,GLENWOOD,Townhome,TWO STORY,2004,2,1.75,1176,Section: 5 Township: 6 Range: 89 SW 1/4 Subdivision: WEST GLEN TOWNHOMES Lot: C
R311505,218516413017,851751,7/23/2014,"$199,000",002505 CISAR CT #3A,GLENWOOD,Condo,CONDO,1979,2,1.5,1176,Section: 16 Township: 6 Range: 89 DESC: RE-SUB OF REED-MINCER SUB LOT 2 Subdivision: ROARING FORK CONDOS Unit: 3-A
R311018,218516413014,861196,4/3/2015,"$225,000",002503 CISAR CT #2E,GLENWOOD,Condo,CONDO,1979,2,2,1176,Section: 16 Township: 6 Range: 89 DESC: RE-SUB OF REED-MINCER SUB LOT 2 Subdivision: ROARING FORK CONDOS Unit: 2-E
R031690,218516413015,862546,4/30/2015,"$245,000",002503 CISAR CT #2F,GLENWOOD,Condo,CONDO,1979,2,1.5,1176,Section: 16 Township: 6 Range: 89 DESC: RE-SUB OF REED MINCER SUB LOT 2 Subdivision: ROARING FORK CONDOS Unit: 2-F
R031709,218516413010,875059,3/21/2016,"$250,000",002503 CISAR CT #2A,GLENWOOD,Condo,CONDO,1979,2,1.5,1176,Section: 16 Township: 6 Range: 89 DESC: RE-SUB OF REED MINCER SUB LOT 2 Subdivision: ROARING FORK CONDOS Unit: 2-A
R009150,218516442025,859179,2/10/2015,"$289,900",002520 S GRAND AVE #310,GLENWOOD,Condo,CONDO,2002,2,2,1177,Section: 16 Township: 6 Range: 89 DESC: A RE-SUB OF LOT 2A PENROSE MINOR SUB Subdivision: PENROSE PLAZA Unit: 3H
R041132,218516143008,858528,1/20/2015,"$220,000",000201 14TH ST #300,GLENWOOD,Condo,CONDO,2004,3,2,1179,Section: 16 Township: 6 Range: 89 DESC: RE-SUB OF LOT 1 14TH & GRAND MINOR SUB Subdivision: COLORADO PLAZA III Unit: 3-A
R031260,218509312001,869171,10/7/2015,"$314,000",000718 COWDIN DR,GLENWOOD,Townhome,ONE STORY,1967,3,1,1184,Section: 9 Township: 6 Range: 89 Subdivision: COLE-MCCARTHY SUB Lot: 1
R031053,218516413016,869136,10/9/2015,"$257,500",002503 CISAR CT #2G,GLENWOOD,Condo,CONDO,1979,2,1.5,1188,Section: 16 Township: 6 Range: 89 DESC: RE-SUB OF REED MINCER SUB LOT 2 Subdivision: ROARING FORK CONDOS Unit: 2-G
R312369,218521132008,859272,2/12/2015,"$265,000",002664 WOODBERRY DR,GLENWOOD,Townhome,TWO STORY,1994,2,1.5,1202,Section: 21 Township: 6 Range: 89 Subdivision: COTTONWOOD LANDING P.U.D. Lot: 7
R042080,218509459003,863215,5/20/2015,"$292,000",106 10TH  ST,GLENWOOD,Condo,CONDO,1898,3,2,1212,"Section: 9 Township: 6 Range: 89 DESC: RE-SUB OF LOTS 1, 2 & 3, BLK 19, ORIGINAL TOWNSITE. Subdivision: 10TH & PITKIN CONDOMINIUMS Unit: 3"
R007389,218521135002,852224,7/31/2014,"$200,000",002701 MIDLAND AVE #212,GLENWOOD,Condo,CONDO,2001,2,2,1231,Section: 21 Township: 6 Range: 89 DESC: BUILDING 2 Subdivision: TERRACES Unit: 0212
R007655,218521139003,877014,5/9/2016,"$230,000",002701 MIDLAND AVE #612,GLENWOOD,Condo,CONDO,2001,2,2,1231,Section: 21 Township: 6 Range: 89 DESC: BLDG. 6 PHASE 2 Subdivision: TERRACES Unit: 0612
R008260,218521143003,867990,9/15/2015,"$212,500",002701 MIDLAND AVE #1012,GLENWOOD,Condo,CONDO,2001,2,2,1231,Section: 21 Township: 6 Range: 89 DESC: BUILDING 10 PHASE 4 Subdivision: TERRACES Unit: 1012
R008264,218521143007,855774,11/6/2014,"$202,000",002701 MIDLAND AVE #1026,GLENWOOD,Condo,CONDO,2001,2,2,1231,Section: 21 Township: 6 Range: 89 DESC: BUILDING 10 PHASE 4 Subdivision: TERRACES Unit: 1026
R082535,218509467001,852416,8/11/2014,"$275,000",805 BLAKE  AVE #1,GLENWOOD,Condo,CONDO,2009,2,2,1240,"Quarter: SE Section: 9 Township: 6 Range: 89 DESC: AKA BLAKE AVENUE LOFTS CONDOMINIUMS. A RESUB OF LOTS 29 & 30, BLOCK 36, ORIGINAL TOWNSITE Subdivision: BLAKE AVENUE CONDOMINIUMS Unit: 1"
R311518,218516417008,864607,6/23/2015,"$257,000",002423 MEADOWLARK LN #8,GLENWOOD,Condo,CONDO,1970,2,1.75,1244,Section: 16 Township: 6 Range: 89 DESC: GARAGE #4 Subdivision: ROARING FORK MANOR CONDOS Unit: 8
R311518,218516417008,879212,6/27/2016,"$289,000",002423 MEADOWLARK LN #8,GLENWOOD,Condo,CONDO,1970,2,1.75,1244,Section: 16 Township: 6 Range: 89 DESC: GARAGE #4 Subdivision: ROARING FORK MANOR CONDOS Unit: 8
R005112,218516432041,859268,2/4/2015,"$294,000",002603 WOODBERRY DR,GLENWOOD,Townhome,TWO STORY,1998,2,1.5,1260,Section: 16 Township: 6 Range: 89 Subdivision: COTTONWOOD LANDING P.U.D. Lot: 40 BUILDING G
R312011,218522312005,861798,4/21/2015,"$329,000",003415 S GRAND AVE,GLENWOOD,Townhome,TWO STORY,1984,2,2.25,1275,Section: 22 Township: 6 Range: 89 Subdivision: SUN POINT TOWNHOMES Unit: 5
R530069,218505214002,855243,10/24/2014,"$226,800",000195 ORCHARD LN,GLENWOOD,Townhome,TWO STORY,1995,2,2.5,1307,Section: 5 Township: 6 Range: 89 DESC: BLDG 1 Subdivision: ORCHARD TOWNHOMES Unit: B
R005159,218505218004,866549,8/5/2015,"$290,000",000836 DONEGAN RD #D,GLENWOOD,Townhome,TWO STORY,1999,2,2.5,1308,Section: 5 Township: 6 Range: 89 Subdivision: APPLE GLEN TOWNHOMES Lot: 6D A RESUB OF LOT 11 LANGWORTHY SUB-DIV.
R005743,218505220001,859960,3/3/2015,"$258,000",000834 DONEGAN RD #A,GLENWOOD,Townhome,TWO STORY,1999,2,2.5,1308,Section: 5 Township: 6 Range: 89 Subdivision: APPLE GLEN TOWNHOMES Lot: 5A A RESUB OF LOT 11 LANGWORTHY SUB-DIV.
R005744,218505220002,875835,4/12/2016,"$280,000",000834 DONEGAN RD #B,GLENWOOD,Townhome,TWO STORY,1999,2,2.5,1308,Section: 5 Township: 6 Range: 89 Subdivision: APPLE GLEN TOWNHOMES Lot: 5B A RESUB OF LOT 11 LANGWORTHY SUB-DIV.
R530086,218505214018,862539,5/8/2015,"$258,000",000188 ORCHARD DR,GLENWOOD,Townhome,TWO STORY,1996,2,2.5,1313,Section: 5 Township: 6 Range: 89 DESC: BLDG 9 Subdivision: ORCHARD TOWNHOMES Unit: 37
R031840,218516416026,877600,5/23/2016,"$285,000",002600 OAKHURST SOUTH CT #26,GLENWOOD,Townhome,TWO STORY,1976,3,3.25,1344,Section: 16 Township: 6 Range: 89 Subdivision: OAKHURST SOUTH SUB. Lot: 26
R330497,218522311013,871106,12/3/2015,"$278,000",003704 OLD LODGE RD,GLENWOOD,Townhome,TWO STORY,1982,3,1.5,1370,Section: 22 Township: 6 Range: 89 Subdivision: SUNBYRD SUBDIVISION Lot: 4 PARCEL B REPLAT TR G
R330008,218522306008,865047,7/6/2015,"$282,000",003900 OLD LODGE RD BLDG 4 #4-H,GLENWOOD,Condo,CONDO,1979,2,2.25,1377,Tract: G Section: 22 Township: 6 Range: 89 Subdivision: REDCLIFF CONDOS AT GLENWOOD PARK PARCEL 4 Unit: 4-H
R330072,218522308005,874008,2/24/2016,"$265,000",003900 OLD LODGE RD BLDG 3 #3-E,GLENWOOD,Condo,CONDO,1979,2,2.5,1377,Tract: G Section: 22 Township: 6 Range: 89 Subdivision: REDCLIFF CONDOS AT GLENWOOD PARK PARCEL 3 Unit: 3-E
R330132,218522307007,874287,3/1/2016,"$290,500",001300 MOUNT SOPRIS DR BLDG 5 #5-G,GLENWOOD,Condo,CONDO,1979,2,2.25,1377,Tract: G Section: 22 Township: 6 Range: 89 Subdivision: REDCLIFF CONDOS AT GLENWOOD PARK PARCEL 5 Unit: 5-G
R330149,218522309007,867297,8/26/2015,"$280,000",003800 OLD LODGE RD BLDG 2 #2-G,GLENWOOD,Condo,CONDO,1979,2,2.25,1377,Tract: G Section: 22 Township: 6 Range: 89 Subdivision: REDCLIFF CONDOS AT GLENWOOD PARK PARCEL 2 Unit: 2-G
R043580,218527224005,855424,10/24/2014,"$235,000",001430 DARROW  ALY,GLENWOOD,Townhome,TWO STORY,2007,2,2.5,1412,"Section: 27 Township: 6 Range: 89 Subdivision: CARDIFF GLEN LOT 92, AMENDED FLG #7 Lot: 92A-5"
R043589,218527226003,871966,12/30/2015,"$263,500",001434 SUMMERVILLE ALY,GLENWOOD,Townhome,TWO STORY,2007,2,2.5,1412,"Section: 27 Township: 6 Range: 89 Subdivision: CARDIFF GLEN LOT 92, AMENDED FLG #7 Lot: 92C-3"
R043820,218527228003,852955,8/26/2014,"$234,500",1539 BREEN ALY,GLENWOOD,Townhome,TWO STORY,2006,2,2.5,1412,Section: 27 Township: 6 Range: 89 Subdivision: CARDIFF GLEN FLG 7 2ND AMENDED LOT 97 B-D Lot: 97D-3 A RESUB OF LOT 97 FLG 7
R009147,218516442022,863250,5/21/2015,"$332,000",002520 S GRAND AVE #304,GLENWOOD,Condo,CONDO,2002,3,2,1428,Section: 16 Township: 6 Range: 89 DESC: A RE-SUB OF LOT 2A PENROSE MINOR SUB Subdivision: PENROSE PLAZA Unit: 3E
R312432,218509210001,876076,4/15/2016,"$274,000",000675 OVERLIN DR,GLENWOOD,Townhome,TWO STORY,1996,3,2.5,1458,Section: 9 Township: 6 Range: 89 Subdivision: WISCH TOWNHOMES Lot: A
R080315,239515304023,877451,5/18/2016,"$330,000",000047 N MEADOW VIEW CT,GLENWOOD,Townhome,TRI LEVEL,1979,3,2.5,1476,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Block: 7 Lot: 23 AREA 4
R043068,218509216003,878453,6/14/2016,"$333,000",000110 WHITE HORSE PL,GLENWOOD,Townhome,TWO STORY,2006,3,2.5,1480,Section: 9 Township: 6 Range: 89 Subdivision: OVERLIN PARK SUBDIVISION Lot: 3 AMENDED PH 1
R043073,218509216008,878451,6/14/2016,"$340,000",000111 WHITE HORSE PL,GLENWOOD,Townhome,TWO STORY,2006,3,2.5,1480,"Section: 9 Township: 6 Range: 89 Subdivision: OVERLIN PARK SUBDIVISION Lot: 8 PHASE 2, LOTS 6, 7 & 8 AMENDED"
R031639,218509203010,870332,11/6/2015,"$140,000",00626 DAVIS DR #3,GLENWOOD,Condo,CONDO,1975,2,1.5,1488,Section: 9 Township: 6 Range: 89 Subdivision: MTN. VIEW CONDOS LOT 4 Unit: 4-3
R312347,218522311023,860445,3/9/2015,"$316,000",003716 OLD LODGE RD,GLENWOOD,Townhome,TWO STORY,1993,3,2,1504,Section: 22 Township: 6 Range: 89 Subdivision: SUNBYRD SUBDIVISION Lot: 11 PARCEL B
R043576,218527224001,868050,9/14/2015,"$322,500",001400 DARROW  ALY,GLENWOOD,Townhome,TWO STORY,2007,3,2.5,1514,"Section: 27 Township: 6 Range: 89 Subdivision: CARDIFF GLEN LOT 92, AMENDED FLG #7 Lot: 92A-1"
R043587,218527226001,869476,10/19/2015,"$301,500",001420 SUMMERVILLE  ALY,GLENWOOD,Townhome,TWO STORY,2007,3,2.5,1514,"Section: 27 Township: 6 Range: 89 Subdivision: CARDIFF GLEN LOT 92, AMENDED FLG #7 Lot: 92C-1"
R043818,218527228001,870644,11/13/2015,"$327,000",001527 BREEN ALY,GLENWOOD,Townhome,TWO STORY,2006,3,2.5,1514,Section: 27 Township: 6 Range: 89 Subdivision: CARDIFF GLEN FLG 7 2ND AMENDED LOT 97 B-D Lot: 97 D-1 A RESUB OF LOT 97 FLG 7
R530073,218505214006,867648,9/1/2015,"$279,000",000187 ORCHARD LN,GLENWOOD,Townhome,TWO STORY,1995,3,2.5,1525,Section: 5 Township: 6 Range: 89 DESC: BLDG 2 Subdivision: ORCHARD TOWNHOMES Unit: 5
R530096,218505214022,868908,10/2/2015,"$302,000",000164 ORCHARD LN,GLENWOOD,Townhome,TWO STORY,1997,3,2.5,1535,Section: 5 Township: 6 Range: 89 Subdivision: ORCHARD TOWNHOMES Unit: 27
R330378,218521114004,856584,11/26/2014,"$285,000",002706 MIDLAND AVE #4-A,GLENWOOD,Condo,CONDO,1980,2,1.5,1556,Section: 21 Township: 6 Range: 89 DESC: BLDG. A Subdivision: RACQUET CLUB CONDOS Unit: 4-A
R311418,218516417007,863649,5/20/2015,"$350,000",002423 MEADOWLARK LN #7,GLENWOOD,Condo,CONDO,1970,3,2,1558,Section: 16 Township: 6 Range: 89 DESC: GARAGE # 3 & 9 Subdivision: ROARING FORK MANOR CONDOS Unit: 7
R080283,239515304021,871100,12/2/2015,"$349,000",000037 N MEADOW VIEW CT,GLENWOOD,Townhome,TRI LEVEL,1979,3,2,1568,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Block: 6 Lot: 21 AREA 4
R080122,239515304026,851724,7/21/2014,"$299,000",000079 N MEADOW VIEW CT,GLENWOOD,Townhome,TRI LEVEL,1979,3,2,1568,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Block: 8A Lot: 26 AREA IV
R080004,239515304031,863682,6/5/2015,"$357,000",000036 N MEADOW VIEW CT,GLENWOOD,Townhome,TRI LEVEL,1979,3,2,1568,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Block: 9 Lot: 31 AREA IV
R080027,239515304015,851786,7/25/2014,"$293,400",000018 S MEADOW VIEW CT,GLENWOOD,Townhome,TRI LEVEL,1978,3,2,1568,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Block: 5 Lot: 15 AREA 4
R044116,218506214001,866109,7/30/2015,"$350,000",000114 TIMBER CREEK DR,GLENWOOD,Townhome,TWO STORY,2007,3,2.5,1578,Section: 6 Township: 6 Range: 89 Subdivision: TIMBER CREEK TOWNHOMES FLG 3 Block: 4 Lot: 1
R044118,218506214003,861296,4/8/2015,"$339,000",000122 TIMBER CREEK DR,GLENWOOD,Townhome,TWO STORY,2007,3,2.5,1578,Section: 6 Township: 6 Range: 89 Subdivision: TIMBER CREEK TOWNHOMES FLG 3 Block: 4 Lot: 3
R007629,218521137002,876100,4/15/2016,"$279,000",002701 MIDLAND AVE #411,GLENWOOD,Condo,CONDO,2001,3,2,1579,Section: 21 Township: 6 Range: 89 DESC: BLDG 4. PHASE 2 Subdivision: TERRACES Unit: 0411
R007633,218521137006,866111,7/24/2015,"$236,000",002701 MIDLAND AVE #425,GLENWOOD,Condo,CONDO,2001,3,2,1579,Section: 21 Township: 6 Range: 89 DESC: BLDG. 4 PHASE 2 Subdivision: TERRACES Unit: 0425
R007649,218521138006,862814,5/14/2015,"$252,000",002701 MIDLAND AVE #525,GLENWOOD,Condo,CONDO,2001,3,2,1579,Section: 21 Township: 6 Range: 89 DESC: BLDG. 5 PHASE 2 Subdivision: TERRACES Unit: 0525
R312486,218516432029,873102,2/1/2016,"$330,000",002641 WOODBERRY DR,GLENWOOD,Townhome,TWO STORY,1997,3,2.25,1634,Section: 16 Township: 6 Range: 89 Subdivision: COTTONWOOD LANDING P.U.D. Lot: 28
R005740,218506119003,875088,3/22/2016,"$296,500",000830 DONEGAN RD #C,GLENWOOD,Townhome,THREE STORY,1999,3,2.5,1660,Section: 5 Township: 6 Range: 89 Subdivision: APPLE GLEN TOWNHOMES Lot: 3C A RESUB OF LOT 11 LANGWORTHY SUB-DIV.
R530125,218506116001,869912,10/23/2015,"$299,700",000824 RED VALLEY DR #A,GLENWOOD,Townhome,THREE STORY,1998,3,2.5,1660,Section: 6 Township: 6 Range: 89 Subdivision: APPLE GLEN TOWNHOMES Lot: 1A A RESUB OF LOT 11 LANGWORTHY SUB-DIV.
R530131,218506116007,874571,3/4/2016,"$305,000",000826 RED VALLEY DR #C,GLENWOOD,Townhome,THREE STORY,1998,3,2.5,1660,Section: 6 Township: 6 Range: 89 Subdivision: APPLE GLEN TOWNHOMES Lot: 2C BUILDING 1
R006489,218527217003,856540,11/24/2014,"$384,000",000906 MOUNT SOPRIS DR,GLENWOOD,Townhome,TWO STORY,2000,3,2.5,1664,"Section: 27 Township: 6 Range: 89 Subdivision: VICTORIAN PINES Lot: 3 RESUB OF TR B, GLENWOOD PARK SUB-DIV"
R045112,218516448002,870889,11/25/2015,"$355,000",000519 26TH ST,GLENWOOD,Townhome,TWO STORY,2007,3,2.75,1680,Section: 16 Township: 6 Range: 89 Subdivision: HOWARD MINOR SUB-DIV Lot: 1B A RE-SUB OF LOT 1 PATTILLO MINOR SUB.
R330093,218522302138,866258,7/31/2015,"$273,000",001000 MOUNT SOPRIS DR #8,GLENWOOD,Townhome,ONE STORY W/ BSMT,1979,3,1.75,1704,Tract: E Section: 22 Township: 6 Range: 89 Subdivision: GLENWOOD PARK TR. E. Lot: 8
R330099,218522302132,875708,4/8/2016,"$379,000",001000 MOUNT SOPRIS DR #2,GLENWOOD,Townhome,ONE STORY W/ BSMT,1979,3,1.75,1704,Tract: E Section: 22 Township: 6 Range: 89 Subdivision: GLENWOOD PARK TR. E. Lot: 2
R031892,218516416002,871802,12/24/2015,"$259,000",002600 OAKHURST SOUTH CT #2,GLENWOOD,Townhome,TWO STORY,1976,3,2.5,1716,Section: 16 Township: 6 Range: 89 Subdivision: OAKHURST SOUTH SUB. Lot: 2
R031154,218516416007,879035,6/27/2016,"$279,000",002600 OAKHURST SOUTH CT #7,GLENWOOD,Townhome,TWO STORY,1976,3,2.5,1716,Section: 16 Township: 6 Range: 89 Subdivision: OAKHURST SOUTH SUB. Lot: 7
R311210,218516416023,867179,8/20/2015,"$253,000",002600 OAKHURST SOUTH CT #23,GLENWOOD,Townhome,TWO STORY,1976,3,2.75,1716,Section: 16 Township: 6 Range: 89 Subdivision: OAKHURST SOUTH SUB. Lot: 23
R031240,218516416012,874977,3/18/2016,"$214,000",002600 OAKHURST SOUTH CT #12,GLENWOOD,Townhome,TWO STORY,1976,3,1.75,1716,Section: 16 Township: 6 Range: 89 Subdivision: OAKHURST SOUTH SUB. Lot: 12
R330381,218521114007,855020,10/17/2014,"$240,000",002704 MIDLAND AVE #3-B,GLENWOOD,Condo,CONDO,1980,3,2,1725,Section: 21 Township: 6 Range: 89 DESC: BLDG. B Subdivision: RACQUET CLUB CONDOS Unit: 3-B
R312439,218521124002,853427,9/9/2014,"$469,000",002912 HAGER LN,GLENWOOD,Condo,CONDO,1996,3,2.75,1726,Section: 21 Township: 6 Range: 89 Subdivision: EAGLE REST CONDOS Unit: B
R312279,218521120002,861606,4/6/2015,"$339,000",003116 HAGER LN,GLENWOOD,Townhome,ONE STORY W/ BSMT,1990,3,2,1728,Section: 21 Township: 6 Range: 89 Subdivision: CAITLIN SUBDIVISION Lot: 2
R312366,218516135013,879107,6/7/2016,"$375,000",001307 BLAKE AVE,GLENWOOD,Townhome,TWO STORY,1993,3,3.5,1743,Section: 16 Township: 6 Range: 89 Subdivision: BLAKEWOOD COURT SUBDIVISION Lot: 6
R041920,218516144002,855167,10/14/2014,"$350,000",001552 BENNETT AVE,GLENWOOD,Townhome,SPLIT LEVEL,2004,3,2.5,1810,"Section: 16 Township: 6 Range: 89 Subdivision: BENNETT AVENUE TOWNHOUSES Lot: 3B RESUB OF LOT 3, BLK 2 OF HOLLIDAY HILLS SUB"
R008301,211934422020,853217,8/29/2014,"$349,000",000017 GAMBA DR,GLENWOOD,Townhome,ONE STORY W/ BSMT,2003,2,2,1817,"Section: 34 Township: 5 Range: 89 Subdivision: WEST GLENWOOD ESTATES Lot: 9A RE-SUB OF LOTS 1-13. ALSO, A TR CONT .007 AC AS DESC IN BK 1563 PG 918."
R005037,218516434011,854949,10/15/2014,"$320,000",000501 EASY ST,GLENWOOD,Townhome,TWO STORY,1998,3,3,1930,Section: 16 Township: 6 Range: 89 Subdivision: SEAVER SUBDIVISION Lot: 1A
R312323,218516135010,868471,9/25/2015,"$350,000",001301 BLAKE AVE,GLENWOOD,Townhome,ONE STORY W/ BSMT,1993,2,3.5,1958,Section: 16 Township: 6 Range: 89 Subdivision: BLAKEWOOD COURT SUBDIVISION Lot: 3
R083467,218516147001,857092,12/12/2014,"$318,000",1525 BENNETT AVE,GLENWOOD,Townhome,ONE STORY W/ BSMT,1989,3,2,1984,Quarter: NE Section: 16 Township: 6 Range: 89 Subdivision: LUKE TOWNHOMES MINOR Lot: 4A
R083468,218516147002,859897,2/27/2015,"$315,000",1527 BENNETT AVE,GLENWOOD,Townhome,ONE STORY W/ BSMT,1989,3,2,1984,Quarter: NE Section: 16 Township: 6 Range: 89 Subdivision: LUKE TOWNHOMES MINOR Lot: 4B
R080166,239515304019,852757,8/18/2014,"$300,000",000025 N MEADOW VIEW CT,GLENWOOD,Townhome,TWO STORY,1978,4,2,2000,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Block: 6 Lot: 19 AREA IV
R006492,218522316006,876729,5/2/2016,"$410,000",000912 MOUNT SOPRIS DR,GLENWOOD,Townhome,TWO STORY,2000,3,2.5,2044,"Section: 22 Township: 6 Range: 89 Subdivision: VICTORIAN PINES Lot: 6 RESUB OF TR B, GLENWOOD PARK SUB-DIV."
R042435,218516432059,878718,6/22/2016,"$495,000",002500 WOODBERRY DR,GLENWOOD,Townhome,TWO STORY,2005,3,2.25,2048,Section: 16 Township: 6 Range: 89 Subdivision: COTTONWOOD LANDING P.U.D. Lot: 53 BUILDING ENVELOPE O
R080156,239515304016,852060,7/31/2014,"$319,000",000024 S MEADOW VIEW CT,GLENWOOD,Townhome,TWO STORY,1978,3,2,2112,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Block: 5 Lot: 16 AREA IV
R312358,218521122001,853366,9/5/2014,"$390,000",003026 HAGER LN,GLENWOOD,Townhome,TWO STORY,1994,3,2.5,2160,Section: 21 Township: 6 Range: 89 Subdivision: STEELE SUBDIVISION Lot: 1
R312352,218522311028,860837,3/27/2015,"$290,000",003722 OLD LODGE RD,GLENWOOD,Townhome,TWO STORY,1994,3,3.5,2200,Section: 22 Township: 6 Range: 89 Subdivision: SUNBYRD SUBDIVISION Lot: 10 PARCEL A
R330150,218522310001,877272,5/16/2016,"$315,000",003800 OLD LODGE RD # 1-A,GLENWOOD,Condo,CONDO,1979,3,2,2232,Tract: G Section: 22 Township: 6 Range: 89 Subdivision: REDCLIFF CONDOS AT GLENWOOD PARK PARCEL 1 Unit: 1-A
R330164,218522307004,859058,2/6/2015,"$284,900",001300 MOUNT SOPRIS DR BLDG 5 #5-D,GLENWOOD,Condo,CONDO,1979,3,2,2232,Tract: G Section: 22 Township: 6 Range: 89 Subdivision: REDCLIFF CONDOS AT GLENWOOD PARK PARCEL 5 Unit: 5-D
R080093,239515304006,859713,2/26/2015,"$335,000",000055 S MEADOW VIEW CT,GLENWOOD,Townhome,TWO STORY,1978,3,2.5,2256,Section: 15 Township: 7 Range: 89 Subdivision: OAK MEADOWS RANCH 4TH. Block: 2 Lot: 6 AREA IV
R005165,218505214043,868749,9/30/2015,"$320,000",000171 ORCHARD LN,GLENWOOD,Townhome,ONE STORY W/ BSMT,1999,5,3,2434,Section: 5 Township: 6 Range: 89 DESC: BUILDING 3 Subdivision: ORCHARD TOWNHOMES Unit: 12
